technology,year,value
natural_gas_turbine,2025,0.0
natural_gas_turbine,2030,inf
natural_gas_turbine,2035,inf
natural_gas_turbine,2040,inf
natural_gas_turbine,2045,inf
natural_gas_turbine,2050,inf
