node,demand
AT,0.23579716880412
BE,0.6801210362196036
BG,0.5438204974221148
HR,0.3261924477734592
CZ,0.16994390544441088
EE,0.09700964602451786
FI,0.16908618093749642
FR,0.7272182953808748
DE,1.5578191332404325
EL,0.08001525548007676
HU,0.29526124941872545
IT,0.29173703767957193
LT,0.7469799391856357
NL,1.4827605750024846
NO,0.5314549280961327
PL,1.7316541323735253
PT,0.060468839414101236
RO,1.058608910997476
SK,0.2685035037882535
ES,0.6517011994712245
UK,0.5353233021498942
