technology,year,value
natural_gas_pipeline,2025,0.0
natural_gas_pipeline,2030,inf
natural_gas_pipeline,2035,inf
natural_gas_pipeline,2040,inf
natural_gas_pipeline,2045,inf
natural_gas_pipeline,2050,inf
