technology,year,value
hard_coal_boiler_DH,2025,0.0
hard_coal_boiler_DH,2030,inf
hard_coal_boiler_DH,2035,inf
hard_coal_boiler_DH,2040,inf
hard_coal_boiler_DH,2045,inf
hard_coal_boiler_DH,2050,inf
