node,total_energy_demand
AT,22.276415678341998
BE,25.47467348400364
BG,1.8116169096164452
CH,17.515353792886373
CY,0.6526825153052238
CZ,8.991525336574698
DE,149.90255641943577
DK,15.238336508986743
EE,0.8220367447284761
EL,2.816816543202158
ES,67.11157026893869
FI,5.381193561308147
FR,150.28558822493397
HR,2.2624086035567905
HU,7.960163523964024
IE,12.517665393560728
IS,0.8075397703224584
IT,88.64185241910556
LI,0.12075815418331608
LT,1.2455211252526388
LU,0.5379894161331333
LV,0.8611652595978854
MT,0.36287649795462334
NL,12.9419394570376
NO,7.029166727659318
PL,31.09085070303846
PT,8.06078384836047
RO,14.75062857467888
SE,16.101969230662327
SI,5.205113457480581
SK,4.88178173467257
UK,131.18572024345397
