year,AT,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK,UK
2020,1.0562816855730874,1.0826040629991214,0.9414844754677084,1.0569848430463655,0.9439937741414985,0.9581778281744805,1.0471806590092023,1.0374628354588216,0.958303274817885,0.9765546979031927,1.0288293886911009,1.0280052928665944,1.0482251530864766,0.9565550363893388,0.997651262849961,1.0870402976111484,1.051962772920647,1.0279383233934924,1.067520241940651,0.8738494856894511,1.166320293050066,0.9222543786224993,0.9944903901501455,1.0780319318595795,1.0316910226304667,0.9372741622996876,1.0223615428737693,0.9720998204245215,1.051567781847745,1.023445809700588,0.9644405408319078,1.0723497670467135
2021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022,0.9408673116521963,0.917300406165601,1.073595392333171,0.9399035969801839,1.0462604657295873,1.0244324789611443,0.9536179939389723,0.9573048287590956,1.0455982997249549,1.0207967415481383,0.9692912999028142,0.9707777831954391,0.9486947742761215,1.0397723835164372,0.9819389417370546,0.9132710013564534,0.9369190420445811,0.9707634378124423,0.9294354410510651,1.1541790007103114,0.84065824413701,1.0963759519391323,1.0012669191133963,0.920739039512802,0.9574286970328312,1.0496668314775102,0.9758550697508483,1.0138955263097043,0.9408693648819519,0.973427963495751,1.016871130177767,0.926035615135322
2023,0.8796561172059291,0.8357256610150491,1.1581345348441376,0.8774984834235362,1.0731041882234824,1.0481455405521145,0.9044977392069193,0.9101625853780436,1.085817090200277,1.027158219139586,0.9327376790126181,0.935601959575506,0.8949266459633967,1.0650675428829253,0.9610163490124833,0.8286817388035997,0.8694456959435154,0.9360942896138174,0.8569642472152271,1.329241961405366,0.6966264753104378,1.2059473544304802,0.9950127717894258,0.8426158965771868,0.9097255120874626,1.0971484702100722,0.946349032043929,1.020743311491435,0.8801508898530622,0.9392192214837595,1.0303556747490938,0.8514765924783051
2024,0.8166175895327343,0.7555359871039808,1.2546515090644221,0.8130254070206372,1.0774769238231834,1.070001219794837,0.8527670929489723,0.858625620964453,1.1202076543979949,1.0180156930599151,0.890302349564444,0.8942681402946151,0.8388379930228982,1.073963911359361,0.9376877095715682,0.7473137384398227,0.7986114957246667,0.8958648284839165,0.7830246342088669,1.5240472084398993,0.5688555447188492,1.3293794474092246,0.9807004538782884,0.7660055608913461,0.8566231587643618,1.1403720570141846,0.9113888754976239,1.0198597309653628,0.8183993775094254,0.8974027275141241,1.039306339544158,0.7766626865834242
2025,0.7423777814946183,0.6624554694221406,1.3684150902695853,0.7361868320897648,1.062978994162191,1.080515819454008,0.780433230637825,0.7889714755560506,1.1561026259149307,1.0019369163630947,0.8352902939010682,0.8451066914676362,0.771661665892677,1.0728354528918538,0.9040232216143518,0.6572144242835921,0.7258124615292472,0.84310281238339,0.6957728332440131,1.7419159216053197,0.45761021972385124,1.4719907239226802,0.9570728477772809,0.6912194222736676,0.7981660783751465,1.1713686584480831,0.8697700803664317,1.0070924276543263,0.7562061945433699,0.8404995591807585,1.0349933039153778,0.6916033277497834
2026,0.6703295610286041,0.5763266340672829,1.5024618947498423,0.6616433477862014,1.0337202723082313,1.0887248881719256,0.7101943331044179,0.7201606110950495,1.1988767895759775,0.9857583807843671,0.7800025059401974,0.7940406744526812,0.7057485502920384,1.0669463816087943,0.8695243197471326,0.5748450248787476,0.6526721399339007,0.7903263835355476,0.6122945304534259,1.9812736857702054,0.362543933487706,1.6354063101126568,0.9276058271392668,0.6185407095594991,0.7347828564923394,1.1961359534421834,0.8261972043122503,0.9872481803504998,0.6941802345939165,0.782699723193873,1.0262246848378869,0.6104030596667777
2027,0.6009661167894748,0.4974456546407307,1.6544808769760544,0.5899298253248663,0.9911880107284758,1.0934865396428048,0.6425049808798942,0.6527038505298922,1.2474744505727244,0.9694436236175098,0.724833904553929,0.7412951135265011,0.6415105284384371,1.0560050554407003,0.8336344653108716,0.4998175600787449,0.5808340667484644,0.7378341196226474,0.5332371605749736,2.2315066426513472,0.28280374807958547,1.8136214454435542,0.8927202156737334,0.5482617978165891,0.6673175028453754,1.2134782469345702,0.7810555024969769,0.9608197608647266,0.6329289208257227,0.7246760800514019,1.0124492970097316,0.5334412569134609
2028,0.5347493104956355,0.42593428810591216,1.8203164395693225,0.5215572957794488,0.9378132714665274,1.093723129649598,0.5777738553507126,0.5871214835801207,1.3001839649576894,0.9529467184566817,0.6701802697749,0.6871630392695469,0.5793532995452293,1.0398655197671847,0.7956199782273293,0.43119388484671656,0.511726810386686,0.6859290944626436,0.45918798402691774,2.478815476143884,0.21715308643612305,1.9976212973815026,0.853052863634149,0.48070939251505035,0.5970055966791068,1.2224505794030844,0.7347795115861583,0.9285253245621272,0.5730398149204621,0.6670805495878139,0.9932715055063889,0.46108208305545056
2029,0.4720936217993064,0.3617555286235479,1.9939413556059262,0.4569933506266413,0.876630922965987,1.0884710928621166,0.5163548732006796,0.5239241948410779,1.3546559939611413,0.9362173721833387,0.616426241725681,0.6320186714739655,0.5196634156579353,1.0185281799295476,0.7547770041147936,0.3679738447459841,0.4463710725492087,0.6348929577846489,0.39065324548614283,2.7072703698712464,0.1640996697520996,2.175876140399677,0.8094211515272425,0.4162543617432168,0.5253918535257758,1.2222731390637203,0.6878193108816172,0.8912042174352008,0.5150634874105108,0.6104666006546225,0.9684306520690893,0.39368850972035624
