year,AT,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK,UK
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.5583294666723053,0.0,0.0,0.0,0.0,0.8844154075231049,0.0,0.0,0.0,0.0,0.8861852016070675,0.0,0.0,0.0,0.715273798622964,0.0,0.8618121535155454,0.7192568713906564,0.8320368083695721,0.0,0.8901801686429006,0.0,0.8802369437871493,0.0,0.0,0.0
2021,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2022,0.0,0.0,0.0,0.0,0.0,0.9950795961936724,0.980690054876115,0.0,0.0,0.0,0.0,0.9898443771165232,0.0,0.0,1.0203838148693898,0.0,0.9894613280798815,0.0,0.0,0.0,0.9424813810401228,0.0,1.061014906700032,0.9903523163822066,0.9901733695123786,1.0042074725454821,1.0145348011318682,1.0403583099675602,0.9802574895070241,0.0,0.9961634003927696,0.0
2023,0.0,0.0,0.0,0.0,0.0,0.9928507536910011,0.9564321694952433,0.0,0.0,0.0,0.0,0.9791942395568284,0.0,0.0,1.0516227929018034,0.0,0.9780441984781224,0.0,0.0,0.0,0.8712360926165982,0.0,1.1217613413394436,0.980517846358714,0.9800473042644353,1.0178854454977628,1.026109724514815,1.095633886368733,0.9572283035962891,0.0,0.9959053606501272,0.0
2024,0.0,0.0,0.0,0.0,0.0,0.9912286797796944,0.924102511621318,0.0,0.0,0.0,0.0,0.9646129116856399,0.0,0.0,1.0914165282613937,0.0,0.9620691134731524,0.0,0.0,0.0,0.7873399468215697,0.0,1.1752564739751206,0.9671049034365092,0.966210932852009,1.0424794853403656,1.0294166523748363,1.1641846290209585,0.9276450812371194,0.0,0.9975402192076869,0.0
2025,0.0,0.0,0.0,0.0,0.0,0.9981246626937579,0.8899994004518182,0.0,0.0,0.0,0.0,0.9521177191888429,0.0,0.0,1.1468590477242473,0.0,0.9472013639973844,0.0,0.0,0.0,0.7001476225912637,0.0,1.2257298203366103,0.9561462078667136,0.9546763910293773,1.090865453987251,1.029603571492102,1.2549104202532537,0.8975822657122211,0.0,1.0094386132793218,0.0
2026,inf,inf,inf,inf,inf,1.0119546701797622,7.387065312402073,inf,inf,inf,0.0,1.6596264166703094,inf,inf,1.2130075554273068,inf,0.9294133799504559,0.0,inf,inf,0.610667307149853,inf,1.7523884556438876,0.9439751467132351,0.9417621414876397,1.1669209473169226,1.5754717932642488,1.3648383647592393,0.863950002298828,0.0,1.0303264947283293,inf
2027,inf,inf,inf,inf,inf,1.0344085880356224,15.188514779479917,inf,inf,inf,0.0,2.3806885652145624,inf,inf,1.2863470004193147,inf,0.9076932256648177,0.0,inf,inf,0.9132870095498047,inf,2.309736196724587,1.2820951978908735,0.926790315702786,1.278003905979563,2.1384927751887797,1.4931849903818437,0.8268795337218235,0.0,1.061910102844728,inf
2028,inf,inf,inf,inf,inf,6.05533728710623,20.6702819354107,inf,inf,inf,inf,3.113807901808856,inf,inf,6.349731427887171,inf,0.8809089241336749,inf,inf,inf,1.216603868051196,inf,2.9000902509634794,1.6244390219191,0.9088851155863417,4.38681702646771,2.7204509049449,6.6258348175804285,0.7866113638565532,inf,6.0935261903705245,inf
2029,inf,inf,inf,inf,inf,11.199766205636973,26.511578243782363,inf,inf,inf,inf,3.8573924391537147,inf,inf,11.64628907134517,inf,0.8478844210515093,inf,inf,inf,1.51566023038847,inf,3.5258787556150097,1.9695505066341967,0.8869716104710382,7.633631347260566,3.3229771245587445,12.108194692392049,0.743488390341093,inf,11.254352503413068,inf
2030,inf,inf,inf,inf,inf,16.4758768709471,33.1099469139895,inf,inf,inf,inf,4.60974408329865,inf,inf,17.22037953744039,inf,0.8075192363012378,inf,inf,inf,1.8057785801160595,inf,4.189306774796803,2.315796882112715,0.8598057301566682,11.042254798321823,3.946974953769391,18.00904641643986,0.6979456380846538,inf,16.55504584224748,inf
2031,inf,inf,inf,inf,inf,25.555395631650878,39.80380379687079,inf,inf,inf,inf,5.37793326937738,inf,inf,26.791755199036302,inf,0.7643175665990113,inf,inf,inf,3.089056419155357,inf,4.906936704496328,3.5734748830793905,0.8318886491261077,16.773603904054987,4.602276427364908,28.084436911215484,0.6550936567828978,inf,25.672081087731918,inf
2032,inf,inf,inf,inf,inf,36.05969262202761,49.16061684852377,inf,inf,inf,inf,6.60287834674167,inf,inf,38.1022051853168,inf,0.7092919567300975,inf,inf,inf,5.898762989416963,inf,5.96531203688449,6.242707689944545,0.7928203651053135,22.62272277427308,5.621794643081163,40.17243364786695,0.6081627518605839,inf,36.23585487291072,inf
2033,inf,inf,inf,inf,inf,46.57849926398575,59.89798542133751,inf,inf,inf,inf,7.802201262625958,inf,inf,49.83471391564656,inf,0.6454076695731152,inf,inf,inf,8.749376875096019,inf,7.065042496230546,9.043876007358783,0.7444613181950523,28.713045935097885,6.643604692391084,53.04235272024615,0.5601943307863415,inf,46.84907431134034,inf
2034,inf,inf,inf,inf,inf,57.37566017418129,71.88446179786418,inf,inf,inf,inf,9.75776816147851,inf,inf,62.313463895024945,inf,0.5757217637239305,inf,inf,inf,11.432832316812311,inf,8.740860731651967,11.835210498759071,0.6886400521874512,36.765476853618566,8.267269070287968,67.11034226254266,0.5136527975917974,inf,57.792186086113354,inf
2035,inf,inf,inf,inf,inf,68.1551109755033,83.68329672648184,inf,inf,inf,inf,12.420931121234075,inf,inf,75.2197579174402,inf,0.49782966924338745,inf,inf,inf,13.842051113252499,inf,10.978164508451151,14.540688410029535,0.6204091770903437,45.21997080681839,10.45989302781004,82.12741989978448,0.4653454034602734,inf,68.78340304636832,inf
