year,AT,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK,UK
2036,inf,inf,inf,inf,inf,79.17035616655299,96.26066472492896,inf,inf,inf,inf,15.031981727229661,inf,inf,88.76883877485409,inf,0.4169424516263352,inf,inf,inf,15.984877363095906,inf,13.306367460878407,17.19089707183514,0.5437316011626884,54.371271118898996,12.652108362586866,98.44194108316236,0.41788927615337174,inf,80.09127577155579,inf
2037,inf,inf,inf,inf,inf,90.51990797114739,110.22420366619431,inf,inf,inf,inf,19.552186578814794,inf,inf,102.94229324181975,inf,0.3366644608422794,inf,inf,inf,17.849550630208622,inf,17.04692038208697,19.783948011552084,0.4611787352729855,64.43942105816652,16.344825514528466,116.18145625373158,0.37187109289520587,inf,91.8201316199002,inf
2038,inf,inf,inf,inf,inf,102.68293310253455,125.25577554595047,inf,inf,inf,inf,24.57865622553052,inf,inf,118.08798718598571,inf,0.26180092292840884,inf,inf,inf,19.50674733635739,inf,21.357945083692425,22.39928998896698,0.37785924659325126,75.93189378990704,20.49959728699739,135.92216262340798,0.3290264879406104,inf,104.44603893764099,inf
2039,inf,inf,inf,inf,inf,124.78645259344913,140.87663207306775,inf,inf,inf,inf,29.438130704539116,inf,inf,142.98017056641254,inf,0.19369684470920898,inf,inf,inf,20.8279003352993,inf,25.780259538958692,24.87860713818737,0.2951687143161419,98.28482853199789,24.596933181485497,166.49446785007856,0.28725758969408266,inf,127.05311397853929,inf
2040,inf,inf,inf,inf,inf,155.99166879679282,157.28537829463187,inf,inf,inf,inf,35.15998077622916,inf,inf,176.77808544837947,inf,0.1361848068827216,inf,inf,inf,21.895056710458515,inf,31.019761454431087,27.2878454029048,0.21930119863540667,130.73137940408563,29.42686707741646,207.44774928580523,0.24829590350380487,inf,158.75859505652562,inf
2041,inf,inf,inf,inf,inf,192.50104820227835,173.32712644070068,inf,inf,inf,inf,40.91541223715479,inf,inf,215.76232987225492,inf,0.09088919794373689,inf,inf,inf,22.81611743882792,inf,36.586093568719065,29.728402089642746,0.154562065368014,170.96811911996218,34.37420526831383,255.5242690620453,0.2132179715104148,inf,195.70769290056046,inf
2042,inf,inf,inf,inf,inf,228.970168723874,187.72472997036033,inf,inf,inf,inf,46.4140774905326,inf,inf,254.39793544022024,inf,0.0568740023492048,inf,inf,inf,23.45031032769469,inf,42.21102055803356,31.974018621519484,0.10186882571792207,212.56582376050235,39.18596846852151,305.13131133870803,0.18049983778647008,inf,232.4480124200678,inf
2043,inf,inf,inf,inf,inf,268.3178750832557,201.0305284822722,inf,inf,inf,inf,51.77783238643405,inf,inf,295.6366813178546,inf,0.03332016861388059,inf,inf,inf,23.907273080303593,inf,47.981606773570064,34.10779058073785,0.06253033618870893,258.4997373561612,43.95035859144071,359.3989783504825,0.15115392066813998,inf,271.8187291188859,inf
2044,inf,inf,inf,inf,inf,313.39421471903216,214.03751910439502,inf,inf,inf,inf,57.2130869641144,inf,inf,342.5051672298505,inf,0.01824020431195457,inf,inf,inf,24.30760629128019,inf,54.064405203440764,36.24488731321808,0.03555039134898367,307.8639592699562,48.82733032729915,421.7029622518399,0.12565716799399984,inf,316.6079144290317,inf
2045,inf,inf,inf,inf,inf,359.9821574002299,225.15807491690427,inf,inf,inf,inf,62.2923185938057,inf,inf,390.72581425180715,inf,0.009194923660681295,inf,inf,inf,24.49460950503575,inf,60.023826351987715,38.09212121600421,0.018360811407919883,360.7925328364169,53.436253868143304,487.2783586952116,0.10288856216105922,inf,362.5289927474504,inf
2046,inf,inf,inf,inf,inf,408.90916384263807,235.15688309682446,inf,inf,inf,inf,67.19558244331266,inf,inf,441.3505091110791,inf,0.004246949722694146,inf,inf,inf,24.58321557662733,inf,65.98450361862683,39.75196803810197,0.008518044854491246,418.48839621562524,57.91458867762551,557.4274453839187,0.08326940046979552,inf,410.4184915659324,inf
2047,inf,inf,inf,inf,inf,460.14295217059515,244.998567901758,inf,inf,inf,inf,72.18432749409843,inf,inf,494.54490437880395,inf,0.0017842680425856855,inf,inf,inf,24.690470683713944,inf,72.16355198494296,41.3598754737847,0.003496694219948724,481.53791346351204,62.477166772714874,632.8875658481192,0.0668520904227901,inf,460.2793978327506,inf
2048,inf,inf,inf,inf,inf,510.3508965625868,252.8481667584891,inf,inf,inf,inf,76.69855576288501,inf,inf,546.6302137951393,inf,0.0006673784404681717,inf,inf,inf,24.643615299409838,inf,77.96155392899881,42.581250558860816,0.0012316908977407415,547.1171336433691,66.63397899208866,709.0626327106664,0.05281817225689546,inf,508.83044600686105,inf
2049,inf,inf,inf,inf,inf,561.1505928760238,259.6500544162679,inf,inf,inf,inf,80.97592692828748,inf,inf,599.1024116277771,inf,0.00021950364620352945,inf,inf,inf,24.55245399287407,inf,83.5694604456202,43.55718895732929,0.00036380770499185624,617.5080933890179,70.58938866602547,788.0159236027122,0.041214789757459534,inf,557.7548296689929,inf
2050,inf,inf,inf,inf,inf,615.0185318767362,266.50309066963086,inf,inf,inf,inf,85.3310618570743,inf,inf,654.1789759690229,inf,6.257701852324465e-05,inf,inf,inf,24.525795348421813,inf,89.2811462649677,44.460985826718826,8.775419268975258e-05,696.0297736944663,74.62415395391464,872.997140144219,0.03188117708359847,inf,609.5373270725679,inf
