node,availability_import
BE,15.145175897095411
DE,3.113395421556877
EE,2.327347251468764
EL,7.001875470985618
ES,65.10210930614218
FI,2.486918540565011
FR,41.5172032184719
HR,2.313464549317391
IT,17.530242967504133
LT,4.276084533375645
NL,15.707370277977466
PL,5.516379464057263
PT,6.569156159640033
UK,44.0896684158413
