technology,year,value
diesel_ICE_ship,2025,0.0
diesel_ICE_ship,2030,inf
diesel_ICE_ship,2035,inf
diesel_ICE_ship,2040,inf
diesel_ICE_ship,2045,inf
diesel_ICE_ship,2050,inf
