technology,year,value
industrial_gas_consumer,2025,0.0
industrial_gas_consumer,2030,inf
industrial_gas_consumer,2035,inf
industrial_gas_consumer,2040,inf
industrial_gas_consumer,2045,inf
industrial_gas_consumer,2050,inf
