technology,year,value
natural_gas_boiler,2025,0.0
natural_gas_boiler,2030,inf
natural_gas_boiler,2035,inf
natural_gas_boiler,2040,inf
natural_gas_boiler,2045,inf
natural_gas_boiler,2050,inf
