technology,year,value
BF_BOF_CCS,2025,0.0
BF_BOF_CCS,2030,inf
BF_BOF_CCS,2035,inf
BF_BOF_CCS,2040,inf
BF_BOF_CCS,2045,inf
BF_BOF_CCS,2050,inf
