node,total_energy_demand
AT,2.5429698262947484
BE,2.9080677493154843
BG,0.20680558328954854
CH,1.9994696110600882
CY,0.07450713645036801
CZ,1.0264298329423172
DE,17.112138613596972
DK,1.73953613116287
EE,0.09383981104206349
EL,0.3215543999089222
ES,7.661138158554646
FI,0.6142915024324369
FR,17.155889066773284
HR,0.25826582232383455
HU,0.9086944662059387
IE,1.4289572367078458
IS,0.09218490528795187
IT,10.118932924555429
LI,0.013785177418186767
LT,0.14218277685532404
LU,0.061414316910175036
LV,0.09830653648377687
MT,0.0414242577573771
NL,1.4773903489768951
NO,0.8024162931117943
PL,3.54918387020987
PT,0.9201808046073597
RO,1.6838617094382282
SE,1.838124341399809
SI,0.5941910339589704
SK,0.5572810199397911
UK,14.975538840576938
