technology,year,value
hydrogen_to_cement_fuel,2025,0.0
hydrogen_to_cement_fuel,2030,inf
hydrogen_to_cement_fuel,2035,inf
hydrogen_to_cement_fuel,2040,inf
hydrogen_to_cement_fuel,2045,inf
hydrogen_to_cement_fuel,2050,inf
