time,AT,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,SE,SI,SK,UK
0,0.4714543844508482,0.3699317593927724,0.4768321858651954,0.469688639508613,0.4543727201913263,0.3858672932874871,0.3656176905795766,0.4661965340561824,0.3918964638666571,0.4194209695619142,0.4714543844508482,0.3943612191075885,0.4462878037803338,0.4823341342331062,0.3502985278790562,0.4222453504845852,0.4804861125039751,0.3918964638666571,0.4610546653727014,0.3593320056134708,0.4251080280607281,0.4560249829761212,0.3777315447266104,0.4898705980886552,0.4058474880541156,0.4560249829761212,0.5016274812737334,0.3522664952987426
1,0.4732334559347754,0.3721272242156785,0.4860731550875554,0.4823341342331062,0.4478816873866623,0.3882565621694918,0.3624475980957585,0.449486996510695,0.3943612191075885,0.4369577536576715,0.4576893060611095,0.399384923964623,0.4543727201913263,0.4976463145395292,0.351279755383775,0.4280097865213917,0.469688639508613,0.4045383037469265,0.449486996510695,0.3614030814707907,0.4339337915644585,0.4560249829761212,0.3800208246743433,0.5036420474489609,0.4006609129421691,0.459365822145195,0.513962571265765,0.3532587944058466
2,0.4714543844508482,0.3743488772380527,0.4841964265734463,0.4879644886684645,0.4447052244608451,0.3882565621694918,0.3624475980957585,0.4431338292800368,0.3931249782997521,0.441573500408329,0.4527323869264436,0.4006609129421691,0.4661965340561824,0.5036420474489609,0.3542566996175389,0.4339337915644585,0.4661965340561824,0.4084914431769577,0.4478816873866623,0.3614030814707907,0.441573500408329,0.4527323869264436,0.3858672932874871,0.5097840178099758,0.399384923964623,0.4610546653727014,0.5225286056433814,0.3542566996175389
3,0.4714543844508482,0.3743488772380527,0.4879644886684645,0.4917916575648364,0.441573500408329,0.3882565621694918,0.3645548495362519,0.4384855766522094,0.3918964638666571,0.4447052244608451,0.4511038547720665,0.4019451118609218,0.469688639508613,0.511864766781561,0.3552602587781532,0.4339337915644585,0.4627559725459802,0.4098263812236722,0.441573500408329,0.3624475980957585,0.441573500408329,0.4511038547720665,0.38946232667389,0.511864766781561,0.4019451118609218,0.4627559725459802,0.5291429381884507,0.3583053437669524
4,0.4679360715793345,0.3754696812798581,0.4937278432858233,0.4956793350035707,0.435440504702818,0.3882565621694918,0.3666867471684621,0.4339337915644585,0.3918964638666571,0.4478816873866623,0.449486996510695,0.4019451118609218,0.4750260050403798,0.5203604391839566,0.3542566996175389,0.4339337915644585,0.4527323869264436,0.4098263812236722,0.4280097865213917,0.3624475980957585,0.441573500408329,0.4462878037803338,0.3931249782997521,0.5160776414021117,0.4045383037469265,0.4644698818110291,0.5291429381884507,0.3603645679130478
5,0.4679360715793345,0.3754696812798581,0.4937278432858233,0.4976463145395292,0.4309514316572199,0.38946232667389,0.3710262310317582,0.4309514316572199,0.3931249782997521,0.449486996510695,0.449486996510695,0.4045383037469265,0.4768321858651954,0.5269195979476887,0.3542566996175389,0.4339337915644585,0.4511038547720665,0.4071651734184696,0.4251080280607281,0.3634981697786728,0.441573500408329,0.441573500408329,0.3956052596587803,0.5182101916530408,0.4111700730886875,0.4679360715793345,0.5291429381884507,0.3624475980957585
6,0.4679360715793345,0.376597216758475,0.4937278432858233,0.5016274812737334,0.4265539724050193,0.38946232667389,0.3777315447266104,0.4280097865213917,0.3931249782997521,0.4511038547720665,0.449486996510695,0.4045383037469265,0.4768321858651954,0.5269195979476887,0.3552602587781532,0.4369577536576715,0.4478816873866623,0.4058474880541156,0.4222453504845852,0.3624475980957585,0.4400241210479386,0.4369577536576715,0.4006609129421691,0.5182101916530408,0.4166341220434134,0.4732334559347754,0.5269195979476887,0.3645548495362519
7,0.4679360715793345,0.3777315447266104,0.4679360715793345,0.4996289674026387,0.4236718537448658,0.3906756038438194,0.3800208246743433,0.4208284212042259,0.3823380226439438,0.4543727201913263,0.4511038547720665,0.4045383037469265,0.4732334559347754,0.5269195979476887,0.3562695198731404,0.435440504702818,0.4400241210479386,0.4032375387537861,0.4152545400907846,0.3603645679130478,0.4384855766522094,0.4324374696906115,0.4045383037469265,0.5036420474489609,0.4222453504845852,0.4804861125039751,0.5203604391839566,0.3666867471684621
8,0.4644698818110291,0.3777315447266104,0.4610546653727014,0.4937278432858233,0.4180229010614444,0.3918964638666571,0.381175902027057,0.4138840644181423,0.3800208246743433,0.4511038547720665,0.449486996510695,0.4032375387537861,0.4576893060611095,0.4996289674026387,0.357284531839652,0.4265539724050193,0.4369577536576715,0.4019451118609218,0.4152545400907846,0.3593320056134708,0.441573500408329,0.4251080280607281,0.4098263812236722,0.4898705980886552,0.4280097865213917,0.4732334559347754,0.5036420474489609,0.3710262310317582
9,0.449486996510695,0.376597216758475,0.441573500408329,0.4823341342331062,0.4138840644181423,0.3918964638666571,0.381175902027057,0.4098263812236722,0.3688437259247586,0.4138840644181423,0.4511038547720665,0.3956052596587803,0.4369577536576715,0.469688639508613,0.3583053437669524,0.4098263812236722,0.4324374696906115,0.4006609129421691,0.4084914431769577,0.357284531839652,0.4384855766522094,0.4180229010614444,0.4111700730886875,0.4732334559347754,0.4309514316572199,0.4447052244608451,0.4860731550875554,0.3721272242156785
10,0.4324374696906115,0.376597216758475,0.4384855766522094,0.4610546653727014,0.4084914431769577,0.3906756038438194,0.381175902027057,0.4125226048882212,0.3666867471684621,0.3710262310317582,0.4511038547720665,0.3870582405289354,0.4071651734184696,0.4431338292800368,0.3603645679130478,0.3882565621694918,0.4294755721041746,0.3981170366232427,0.4071651734184696,0.3562695198731404,0.4324374696906115,0.4111700730886875,0.3931249782997521,0.4644698818110291,0.4280097865213917,0.4152545400907846,0.4768321858651954,0.3732347447541611
11,0.4208284212042259,0.3743488772380527,0.4400241210479386,0.441573500408329,0.4032375387537861,0.3882565621694918,0.3823380226439438,0.4166341220434134,0.3656176905795766,0.3454734611020272,0.4543727201913263,0.3800208246743433,0.3931249782997521,0.4339337915644585,0.3552602587781532,0.3732347447541611,0.4280097865213917,0.3981170366232427,0.4071651734184696,0.3542566996175389,0.4294755721041746,0.4058474880541156,0.3552602587781532,0.4576893060611095,0.4265539724050193,0.399384923964623,0.4679360715793345,0.3666867471684621
