technology,year,value
coal_to_cement_fuel,2025,0.0
coal_to_cement_fuel,2030,inf
coal_to_cement_fuel,2035,inf
coal_to_cement_fuel,2040,inf
coal_to_cement_fuel,2045,inf
coal_to_cement_fuel,2050,inf
