time,AT,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,SE,SI,SK,UK
14,0.11153773708549,0.0,0.0757243503934686,0.2569193050495107,0.0126556899732625,0.0203464199054222,0.1235738030607542,0.0,0.0919517887802631,0.5360079795027383,0.0,0.2462876798684126,0.1020689266599131,0.0037591316500424,0.1220350762142567,0.2862156249871409,0.0,0.0,0.0,0.0719428497114186,0.041602119096329,0.0012535646330198,0.550099021620441,0.0508914672829137,0.0458997483991348,0.1627533918762269,0.0022223485050786,0.152353614270421
15,0.0562896298621224,0.0,0.0,0.1284609722609878,0.0049285771257652,0.0049588729031757,0.0,0.0,0.0338879175142535,0.4063338695766995,0.0,0.144333090855407,0.0394398663410297,0.0030191790670743,0.0737761288441254,0.1398636975746238,0.0,0.0,0.0,0.0156656649604396,0.0,0.0,0.436516408953123,0.0,0.0,0.1020578340936699,0.0,0.0750357426556761
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306529192131519,0.0,0.068516924662399,0.0,0.0,0.0305972566101097,0.0070587827487484,0.0,0.0,0.0,0.0,0.0,0.0,0.2678339629563541,0.0,0.0,0.0,0.0,0.0063517607190206
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0659649895094933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1472369970123628,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024460316819605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0885786966041607,0.0,0.0,0.0,0.0,0.0,0.0638523471585134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076776086769969,0.0,0.0,0.0,0.0
31,0.0474333384760288,0.0,0.1997563024018606,0.0,0.0047373239300528,0.0,0.0,0.0,0.1865498031231122,0.0,0.0,0.0,0.0774576834369695,0.1234760600071361,0.0,0.0842812530197797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999142870061332,0.0,0.1240995674783679,0.0322717790747778,0.0
32,0.0887822725445832,0.0486983146713442,0.3438215404366191,0.02766530429302,0.1107490728741851,0.040525075258954,0.0814352969118271,0.0,0.3432767766574196,0.175041170348377,0.0,0.0822246424706689,0.1743058928791716,0.2532552873712987,0.0,0.1929521084882049,0.0087639284051447,0.0893109246134894,0.0,0.0077263868752606,0.0,0.0112628824296129,0.1462486922666396,0.216456148520592,0.0428006703770183,0.1832539321478913,0.127923899870689,0.0
33,0.194099292990544,0.1192868101518192,0.4368185765594404,0.120920604215471,0.2394790626863878,0.1419785363257415,0.1883602032928056,0.0010505590479026,0.4649844314715153,0.311253257670966,0.0380542484302723,0.1842765889311222,0.2996777214582305,0.3860273619001803,0.0047135485343783,0.3028647680676437,0.0169294411572493,0.1857064857570901,0.0,0.0980868393588609,0.0744998263192285,0.0436768421803617,0.2566277772535244,0.3125717155107361,0.176136426120245,0.3463473102965509,0.2784681553866669,0.121817669773126
34,0.3078911325590514,0.2244466450845956,0.4673043947967447,0.2123307082538047,0.3363438119803204,0.2404388718008757,0.2877948250005346,0.0,0.5196535059863595,0.4786402763009987,0.0701736396190801,0.3032987388114268,0.3770284463085958,0.4722711228516495,0.0122481690011946,0.3854864057662858,0.0462911972344852,0.3054427898817065,0.0141604422693658,0.19690502323336,0.1305950965306468,0.091012489755876,0.4345266767899898,0.3777474496934813,0.2761216683261748,0.4446272293485906,0.3744414982456635,0.2297611825996057
35,0.3435725180776008,0.2736401843145944,0.4503846351984873,0.2890171383230916,0.3425832808888326,0.2956152645244221,0.333531835310205,0.0,0.5105310345494359,0.5852892025894874,0.0818194940065261,0.3828357557823133,0.3893832549532574,0.4617402829620396,0.0519112485045066,0.4196871005425762,0.067825864985423,0.2996558030562873,0.0191301992577707,0.2640673997377072,0.169711233926875,0.1473819968477145,0.5580972411077555,0.3870923950275029,0.3190938281907153,0.4338950309276382,0.3793640398859474,0.3056686149268891
36,0.2874659635120323,0.2822832741688997,0.3714742747322819,0.3003117075577265,0.2474389933523977,0.2859580216947769,0.3064355928238919,0.0,0.443870214825412,0.630626968214604,0.0609210371469846,0.4092203726886538,0.3402182072733666,0.3703226405861384,0.0983048509752883,0.3799588155400125,0.0544022487358297,0.2688427343591726,0.0058695316548889,0.2870392571961842,0.158325406964156,0.1663981824180468,0.6183999717586102,0.3454227255085945,0.2894440167679075,0.3826534927676029,0.329607465190861,0.3344523020043294
37,0.1837710036099339,0.2426235060107327,0.2357107762787604,0.2365180892536459,0.1269171932373423,0.2293016702423737,0.2200891488746903,0.0,0.324859568168125,0.6175726420973843,0.0145151186260743,0.3983973575490941,0.2497890116775105,0.2732063368865764,0.1032450836433324,0.3025494058242408,0.0220742964350268,0.2812454931543972,0.0,0.2796637526692015,0.1042801992143015,0.1150829756704709,0.6192756585246604,0.2530960981633959,0.1983596379796547,0.2779560667041053,0.2289573491828044,0.3014840225839255
38,0.0818209227840225,0.1646890849104266,0.0921701033887614,0.1446816973783604,0.0502414062396241,0.154169212115821,0.1190593155664499,0.0,0.1787253224067997,0.5462315836705474,0.0,0.3478627513646794,0.1477135600977003,0.1581285945073874,0.0768046295390626,0.1984933192980674,0.0,0.1981144759819001,0.0,0.2018496461949203,0.0316592298871105,0.0351121573541151,0.5610400678414736,0.1184013435203805,0.0902450185828021,0.1405796965755384,0.0950843013740519,0.2188375221798462
39,0.0459625084860006,0.0881864392691451,0.0,0.0489117255914948,0.0370224025076911,0.0797581258175675,0.0,0.0,0.0912535428573111,0.4169287535885628,0.0,0.2368358300818325,0.1056232782600049,0.0345315303919131,0.0460402299240141,0.0857259530946917,0.0,0.0716000804339912,0.0,0.0828765240767148,0.0,0.0,0.4482937669013835,0.0,0.0,0.0881940030637131,0.0,0.1286945050061124
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2396452175364369,0.0,0.1279484683344638,0.0,0.0,0.0241582039169334,0.0094002187516203,0.0,0.0,0.0,0.0,0.0,0.0,0.2797505408046353,0.0,0.0,0.0,0.0,0.0376888367364345
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0764594140021484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1535100150007267,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029478909253829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0254513339895816,0.0,0.0,0.0,0.0,0.0,0.0042247457893143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067988530460258,0.0,0.0,0.0,0.0
55,0.0697806015763384,0.0,0.08442734710588,0.0,0.0072589188541797,0.0,0.0,0.0,0.0174997467901509,0.0,0.0,0.0,0.1191406756902102,0.0662047261347885,0.0,0.108543178397779,0.0,0.0,0.0,0.0,0.0,0.026590439618528,0.0,0.1061559489964006,0.0,0.1532486903369555,0.1192638903918889,0.0
56,0.1544078281638477,0.0067298144378176,0.203655719620344,0.1221813400826347,0.1003600768428148,0.0499115685894675,0.0555012131651836,0.084863789526089,0.0449603997226927,0.1467631024495729,0.0659274425854552,0.1833878584113113,0.2189566332201848,0.1582724970397164,0.0,0.2199440340957921,0.037964571997226,0.0714625104541279,0.0565339288917548,0.0,0.0,0.0747694020056602,0.0586809029049298,0.2192149444046719,0.0447335428919933,0.2292708932720133,0.2056513091841083,0.0
57,0.2726811041888559,0.0419656366211447,0.2884537539284089,0.2768373144162657,0.1645496942452126,0.140169919995392,0.0923547243967527,0.157336642857997,0.083637814837653,0.2737618961055063,0.160114841210069,0.3184724343187277,0.3467416581428697,0.2687145495484493,0.0,0.3671700762818707,0.0909522242932502,0.1557683346542954,0.1248175789178334,0.0400727479426515,0.0081807301044246,0.1686704534200195,0.1221159525828866,0.3060768446624547,0.1122682974136389,0.392196869981188,0.3122570048143865,0.0903009443446174
58,0.3138348919793945,0.1047021059617551,0.2922810992476771,0.42786159110301,0.1616459674772875,0.2407148572654469,0.1668726030596496,0.2012928543201408,0.1161398070236264,0.433749387365906,0.215041012651786,0.475269397022319,0.4073383360073963,0.3435085668795588,0.0047008229324539,0.4566041758867633,0.1320546317605883,0.2259557461535248,0.1696717733723868,0.0841250933906985,0.0344147859850742,0.2330986759254205,0.2604461898551694,0.3483877748759733,0.1761235640667216,0.4858028793278381,0.354428797934967,0.1963738971371517
59,0.2866870626082906,0.1779414899046676,0.2418117497712233,0.5146375308016244,0.1322720871101178,0.2893577551846131,0.2314463645520557,0.1956393957522892,0.137799976677448,0.5438820603962662,0.2055344987735783,0.5733157431171099,0.3890268091818175,0.3718149054457268,0.0216863771119513,0.5043741270704687,0.1221917995621032,0.2899272024782434,0.1644086274975733,0.1308425920102655,0.0876800971548825,0.2432607853497471,0.4006542964909553,0.3413804801123707,0.2177405330812344,0.507981964224703,0.3320573575629101,0.2854590176149095
60,0.2202909264136598,0.213059909829009,0.1612790047377553,0.5147805718768667,0.1026997564133931,0.2514835042915618,0.2453637792345266,0.1474057138254315,0.1329709847340471,0.5885964744367533,0.1393156629947926,0.6038402812770489,0.3462302674901354,0.3474783713830476,0.0434495923999233,0.5080221118879914,0.0880463211236967,0.2383908884885289,0.1286687856290243,0.1553124449656215,0.1030182028072557,0.2133034855167868,0.5242493575230628,0.280032963153322,0.1967143884147221,0.4661301069539933,0.268956856273977,0.3259230921150113
61,0.1247207752037587,0.1425926440501033,0.0663188405814956,0.4468396207536106,0.0627975970918967,0.1678009661736933,0.1974779075782333,0.0826543369057359,0.0944112648762476,0.5703248677967843,0.0314132674627169,0.5677392599039831,0.2889931619718861,0.2649024438844428,0.056972420062547,0.4350611765376002,0.0527049739480237,0.1219537462137472,0.0758485824097128,0.1330797896153107,0.0661291658272668,0.1425065889362056,0.5878878063805769,0.185331547745084,0.1199244310070138,0.3423812999258699,0.1779362609614047,0.3006844738670918
62,0.0464931167551775,0.0695220670843311,0.0070568072349149,0.3274809771510134,0.0262526503445789,0.0821565993290429,0.1035165308408283,0.0,0.0482599808189781,0.4980735546425968,0.0,0.4663547097433272,0.1833392643955962,0.1357915223209354,0.0622437168016287,0.2986414416009118,0.0,0.1010985706908876,0.0,0.0850433218509765,0.0347902323576951,0.0575952416676947,0.5548499937956285,0.0838011583595904,0.0471396123616808,0.1748946303204023,0.066864273449745,0.2206818529080071
63,0.0185823708828216,0.0372789545891431,0.0,0.1682438081030765,0.0010259970501901,0.0256596905682448,0.0,0.0,0.0170638299354982,0.3734476729464406,0.0,0.3062790510507983,0.0975258477562726,0.0285416044673827,0.0438262623104095,0.1403132559163463,0.0,0.0621875302579857,0.0,0.0304324082019506,0.0,0.0,0.4421290735594894,0.0,0.0,0.0638464624872254,0.0,0.1240303574431533
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2039714747816453,0.0,0.1626840144730688,0.0,0.0,0.0109091834769143,0.0165970527211836,0.0,0.0,0.0,0.0,0.0,0.0,0.2738980306188161,0.0,0.0,0.0,0.0,0.0318356448147628
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0678725304987285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1447244952010715,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026304387619178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0091919749091292,0.0,0.0,0.0,0.0,0.0,0.0380445191063151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014752701456214,0.0,0.0,0.0,0.0
79,0.0682410940090918,0.0,0.0353193320228307,0.0,0.0052152649295148,0.0,0.0,0.0,0.1098271949321104,0.0,0.0,0.0,0.0986847896405749,0.0862739692354416,0.0,0.1077891869011937,0.0,0.0,0.0,0.0,0.0,0.0067912708194338,0.0,0.1245902092757834,0.0,0.1719401521639993,0.0522893713193374,0.0
80,0.129627494671631,0.0,0.1246478467586424,0.1133663233420327,0.0336335861798685,0.003482726115706,0.0,0.0,0.2175923209861872,0.1380209011362963,0.0,0.1711529599354044,0.1984308878114365,0.2127625438667051,0.0,0.2255066951959057,0.0,0.0,0.0,0.0,0.0,0.038410654156628,0.0985854503615485,0.2708062235233764,0.0,0.2455141774126516,0.1539079523712976,0.0
81,0.228771674474542,0.0215681861679951,0.2249352006487898,0.2590986818025437,0.0765111815086687,0.0248040144715264,0.0185890006804755,0.0046284065761073,0.2860623931976483,0.2649717042211685,0.0095803449860438,0.3043685021940288,0.365547052856622,0.3602899806586278,0.0460064096101273,0.3617867916230701,0.0140072133320276,0.0089546609829047,0.0,0.0108225647171038,0.0286809637652623,0.1091254128918532,0.1525704772607264,0.3758791005781428,0.0191555579857569,0.4033028980839781,0.2714141265620798,0.1067649277322635
82,0.293143663069517,0.0774176808409956,0.307880630572197,0.4108091172179308,0.1060547684920076,0.0649602668236505,0.0920725073909182,0.008536803159069,0.3267645505751771,0.441434568469699,0.0243196285542397,0.4540568406851356,0.4592612039932511,0.4279024194051068,0.0836864219721608,0.4496460598250257,0.0256323245182088,0.0692284650688118,0.0,0.0276346121627474,0.0700905510448355,0.1434650765117968,0.2909698327675314,0.4178354567149876,0.0481653208075912,0.5022431166851756,0.3532223007046013,0.2116819478416724
83,0.2821469053578063,0.1362888529462274,0.3280607223439975,0.5102933448489494,0.0837235023117211,0.083531110078176,0.1378938181000657,0.0044237165613611,0.3150596393201695,0.5653935880383801,0.0284081137078695,0.5334811527327874,0.4241649430665234,0.3583865189055801,0.1556248372410043,0.4843436094164818,0.0189052985010793,0.0785401899709223,0.0,0.0338806349701016,0.1040298407282881,0.1225065323804975,0.4322093172259194,0.3972654507887772,0.0698798477824969,0.5217397562407563,0.3645628183880932,0.2931122426087869
84,0.197988619937572,0.1477928855257142,0.2879897092679816,0.5256312288274284,0.0414155997249998,0.0685006630543032,0.1518284572548566,0.0,0.2790091452680471,0.6161047544889406,0.0172506248652997,0.5377394239799675,0.3559580709376791,0.2252603114192716,0.1951250612457816,0.4585398302364816,0.0058927311479014,0.0456094232731249,0.0,0.0270310127225405,0.0975454835774928,0.0754195886396596,0.5386140493401831,0.329171411355774,0.0733363789851334,0.4630428097961276,0.2657705761382863,0.3333266155484241
85,0.0983939190529111,0.0981568728387787,0.2035405569433235,0.4631142948072763,0.012311302494083,0.0392918762409232,0.1279757870374716,0.0,0.2109069987093107,0.6070289024806255,0.0029143702930216,0.4841272288476841,0.2845695609597912,0.1197846406584454,0.187484701424666,0.3855624532812978,0.0,0.0208030580049684,0.0,0.0157242260104023,0.0578958365364231,0.0352717252299632,0.5702813147657374,0.2204276712616296,0.0526955769453924,0.3180382831543934,0.1390905968862074,0.2996547280567279
