technology,year,value
natural_gas_turbine_CCS,2025,0.0
natural_gas_turbine_CCS,2030,inf
natural_gas_turbine_CCS,2035,inf
natural_gas_turbine_CCS,2040,inf
natural_gas_turbine_CCS,2045,inf
natural_gas_turbine_CCS,2050,inf
