technology,year,value
oil_boiler_DH,2025,0.0
oil_boiler_DH,2030,inf
oil_boiler_DH,2035,inf
oil_boiler_DH,2040,inf
oil_boiler_DH,2045,inf
oil_boiler_DH,2050,inf
