time,AT,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK,UK
0,0.0077942316785419,0.0116583254809906,0.0007323546333404,0.0067288579291679,0.000321778101376,0.0025047249986554,0.0735653376738225,0.0076494084954216,0.0004549902641486,0.0017426724222875,0.0176564391861352,0.0040479648929462,0.0500202176849864,0.0013525086308456,0.0023868919269344,0.0061906643276312,0.0010437587975681,0.0237586584885459,5.3846054190728144e-05,0.0009299242970471,0.0014962746003665,0.000427829899973,0.0002300282714829,0.0164696671467981,0.0093720519850842,0.0073667003755635,0.0052228947454204,0.0023814976144694,0.0175322942745779,0.001573707023559,0.0012887665380147,0.0490607707839752
1,0.0246061914445641,0.0368050374353203,0.0023120249764835,0.0212428335770683,0.0010158452932476,0.0079073532035976,0.2322439025606063,0.024148988333797,0.0014363927076837,0.0055015725752703,0.0557409300572165,0.0127793223533411,0.1579125567750375,0.0042698353954033,0.0075353571890002,0.0195437700465203,0.0032951200136398,0.0750054814055185,0.0001699906254517,0.0029357473867617,0.0047237009096894,0.0013506481278235,0.0007261934106158,0.0519943208716852,0.0295873300774825,0.0232564859798688,0.0164885460557243,0.0075183274815573,0.0553490077245692,0.0049681531030128,0.0040686032273127,0.1548836072774017
2,0.0441854341221977,0.0660909495330546,0.0041517122841804,0.0381458392576931,0.0018241573623558,0.0141992650445585,0.4170412832881041,0.0433644327097371,0.0025793359976879,0.0098791953700255,0.1000942059035013,0.0229478790832794,0.2835641952217947,0.0076673601033004,0.0135312703476244,0.0350948242370389,0.0059170598837059,0.1346876360331421,0.0003052528303379,0.0052717330534234,0.0084823681807189,0.0024253641205981,0.0013040283449404,0.0933664051497003,0.0531300842284202,0.0417617627454622,0.0296085465789131,0.013500690035428,0.0993904294393858,0.0089213319394319,0.007306006712774,0.2781250987737007
3,0.0349442851785937,0.0522683783488473,0.0032834037035065,0.0301678395127041,0.0014426445354029,0.0112295641516446,0.329819313173726,0.034294991852433,0.0020398815687846,0.0078130141120822,0.0791600341900828,0.0181484520150306,0.2242582493784026,0.0060637724476288,0.0107012769988491,0.0277549280842215,0.004679538225724,0.106518432082311,0.000241410821616,0.0041691780756252,0.0067083259129497,0.0019181120922728,0.0010312977403491,0.0738393172426063,0.0420182092068189,0.0330275118017923,0.0234160762688405,0.0106770923965821,0.0786034488367281,0.0070554827322108,0.0057779942001212,0.2199567110734843
4,0.0328291249220931,0.0491045993220283,0.0030846609052433,0.0283417951442003,0.0013553219769374,0.0105498442011581,0.3098555136715763,0.0322191329990456,0.0019164085487984,0.0073400962415665,0.0743685165680637,0.0170499352125545,0.2106840087306594,0.0056967353077893,0.0100535340077967,0.0260749360481635,0.0043962880970337,0.1000709242001558,0.000226798344275,0.003916819793784,0.0063022742714236,0.0018020097183265,0.0009688737994427,0.0693698599794091,0.0394748678361379,0.0310283728874541,0.0219987127819669,0.0100308132875142,0.0738456210501928,0.006628417860535,0.0054282550759146,0.2066428404066373
5,0.0918362069618299,0.1373652254459181,0.0086290316288737,0.0792833488772329,0.0037913782310468,0.0295121383153469,0.8667899357456503,0.0901298153165159,0.0053609620277277,0.0205331881114691,0.2080385174809446,0.0476954954657414,0.5893675288407054,0.0159360495893336,0.0281237599853438,0.0729420363509023,0.0122981780507745,0.2799384426942918,0.0006344457774268,0.0109569132307902,0.0176299845242349,0.0050409426943969,0.0027103279474146,0.1940552735749255,0.1104270108019472,0.0867987825122753,0.0615392077837255,0.0280602010334943,0.2065757693537081,0.0185423387286186,0.0151850028831507,0.5780627629825471
6,0.3148226507420534,0.4709001582854789,0.0295810846354768,0.2717903415110745,0.0129971803513183,0.1011702238243063,2.9714326651295555,0.3089729890589971,0.018377852613166,0.0703895873239266,0.7131744624102333,0.1635043825059247,2.020404084938345,0.0546301893343227,0.0964107399503035,0.2500517605660561,0.042159243519844,0.9596537737044104,0.0021749363133501,0.0375612689306928,0.0604371483108825,0.0172807979966815,0.0092912442381248,0.6652386639043641,0.3785535727606846,0.2975539136002769,0.210961854370694,0.096192854234401,0.7081600322849129,0.0635647793242053,0.0520555347106854,1.981650346394212
7,0.9235230207780432,1.3813718156543453,0.0867752449706355,0.7972890026145594,0.0381268477072864,0.2967798870214314,8.716610651968045,0.906363209642052,0.0539108921188486,0.2064857918052882,2.092076387497606,0.4796353149508308,5.926796179742972,0.1602560595967018,0.2828180805430758,0.7335195124128504,0.1236729054831079,2.8151162246540364,0.0063801119435677,0.1101848817591963,0.1772906035944929,0.0506927145481236,0.0272555927134041,1.9514581272320195,1.1104758130275436,0.8728656863943672,0.6188504180310435,0.2821789191801294,2.07736670366164,0.1864654175238423,0.1527033857027581,5.813113223315404
8,1.1298142142520606,1.689934606263106,0.1061585937840864,0.9753827763404184,0.0466434008846095,0.3630728496388184,10.66367637094484,1.108821344448999,0.0659531932052653,0.2526093853363452,2.5593922259832564,0.5867734580478324,7.250689390727989,0.1960531248044486,0.3459923361475647,0.8973688288323204,0.1512982387975022,3.4439404907375164,0.0078052641896131,0.1347973388929108,0.2168927460255767,0.0620161578725358,0.0333437882680238,2.387363477747388,1.358527432358578,1.067841339559041,0.7570856200187163,0.3452104026420533,2.541396778646138,0.2281169764532751,0.186813378605378,7.111612597621244
9,0.7700880966363566,1.151869491426601,0.0723583297125527,0.6648267088949026,0.0317924198109459,0.2474726164635751,7.268425318124842,0.7557792315631049,0.0449540892492272,0.1721800613695822,1.7444969827699608,0.399948283323666,4.942113067592747,0.1336309773905754,0.2358304367510825,0.6116519376893808,0.1031257805666158,2.3474103476354777,0.0053201145530835,0.0918786689264724,0.1478353873177644,0.042270582520841,0.0227273246504221,1.627241163517062,0.9259803881170596,0.7278470161884312,0.5160340671558388,0.2352974662172022,1.732231178699567,0.1554858896191505,0.127333111357304,4.847317497189375
