node,total_energy_demand
AT,1.8076911923292136
BE,2.307906846886837
BG,3.0482638096769383
CH,1.4154828659234824
CY,0.37008578424934424
CZ,2.2726682571412655
DE,26.432246422667408
DK,1.3375573361377322
EE,0.5964776687438306
EL,3.791108219853797
ES,7.67660608262773
FI,1.5558470679980618
FR,12.093039817296173
HR,1.3632230049010072
HU,2.0104838770939777
IE,1.0370097828996159
IS,0.08946255829008126
IT,11.291078443195984
LI,0.0097368579295845
LT,1.0865055567594797
LU,0.26702639699644
LV,0.8894303830200831
MT,0.11802361687324736
NL,5.0720001326757815
NO,0.6704075531513798
PL,8.105402319668967
PT,2.7163070753487792
RO,3.8670492243687744
SE,1.8128708342933624
SI,0.5200729721234197
SK,1.1162363399077322
UK,10.60095293556478
