technology,year,value
ammonia_pipeline,2025,0.0
ammonia_pipeline,2030,inf
ammonia_pipeline,2035,inf
ammonia_pipeline,2040,inf
ammonia_pipeline,2045,inf
ammonia_pipeline,2050,inf
