technology,year,value
natural_gas_boiler_DH,2025,0.0
natural_gas_boiler_DH,2030,inf
natural_gas_boiler_DH,2035,inf
natural_gas_boiler_DH,2040,inf
natural_gas_boiler_DH,2045,inf
natural_gas_boiler_DH,2050,inf
