technology,year,value
hydrogen_pipeline,2025,0.0
hydrogen_pipeline,2030,inf
hydrogen_pipeline,2035,inf
hydrogen_pipeline,2040,inf
hydrogen_pipeline,2045,inf
hydrogen_pipeline,2050,inf
