technology,year,value
biomass_plant_CCS,2025,0.0
biomass_plant_CCS,2030,inf
biomass_plant_CCS,2035,inf
biomass_plant_CCS,2040,inf
biomass_plant_CCS,2045,inf
biomass_plant_CCS,2050,inf
