node,demand
AT,0.2338988918493197
BE,0.4473930940021541
BG,0.0
CH,0.0
CZ,0.2746567481467029
DE,1.8599949539570435
DK,0.0
EE,0.0
EL,0.0
ES,0.5542854718894413
FI,0.193844031429317
FR,1.0699391694982048
HR,0.0
HU,0.1421296360074316
IE,0.0
IT,0.3838206090230366
LT,0.0
LU,0.0
LV,0.0
NL,0.3802893852392449
NO,0.7117987702875268
PL,0.180172966008627
PT,0.2119718451494999
RO,0.0268996717679669
SE,0.0067249179419917
SI,0.0
SK,0.1052545041278435
UK,0.4191703869470991
