year,AT,BE,BG,HR,CY,CZ,DK,EE,FI,FR,DE,EL,HU,IS,IE,IT,LV,LI,LT,LU,MT,NL,NO,PL,PT,RO,SK,SI,ES,SE,CH,UK
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03769400154358461,0.0,0.0044907454670014176,0.0,0.0,3.3847981045225084,0.0,0.0,0.0,0.0,0.0,0.06037612488412277,0.04365168990947513,0.05270957248352875,2.2019797292974848,0.0,0.04576273113465223,0.0,0.0,0.0,0.0,2.6752716798199776,0.0,0.0
2021,0.0,0.0,0.0,0.0,0.0,0.016060632534505896,0.0,0.0,0.04262021939562884,0.0,0.008043180115007393,0.0,0.014102431169970894,3.8195174327552945,0.0,0.0,0.0,0.0,0.0,0.08440981202813964,0.050650961722520316,0.07328338133124794,2.6464931678110415,0.013169696554215553,0.05140839093018198,0.012218382902029555,0.015825596547842036,0.0,0.0,3.039262909993259,0.0,0.0
2022,0.0,0.0,0.0,0.0,0.0,0.01598170971327331,0.0,0.0,0.042187332720808705,0.0,0.007887861363511358,0.0,0.014389902052797315,3.779268801586021,0.0,0.0,0.0,0.0,0.0,0.0795546821176459,0.053741292342257066,0.07257638243655702,2.6204870555258206,0.013225107690899749,0.052155595722557235,0.012711453179701848,0.0157648860874453,0.0,0.0,2.9792598881341945,0.0,0.0
2023,0.0,0.0,0.0,0.0,0.0,0.01594605270790407,0.0,0.0,0.04173333849029643,0.0,0.007692744512103417,0.0,0.014830458636603382,3.735667527046115,0.0,0.0,0.0,0.0,0.0,0.07354088784339,0.05681799040971048,0.07185571897368645,2.5936884891784984,0.01340524244415805,0.05275062504696677,0.013386787619682509,0.015760811345115804,0.0,0.0,2.9092677705233605,0.0,0.0
2024,0.0,0.0,0.0,0.0,0.0,0.015920181551758474,0.0,0.0,0.04111175712166249,0.0,0.007432704830608134,0.0,0.015391658641337624,3.6746604705307204,0.0,0.0,0.0,0.0,0.0,0.06645923745219527,0.0595273779425736,0.07087285231423911,2.557070619390366,0.013729138485927416,0.05292059823029601,0.014224326800796725,0.015786696292478492,0.0,0.0,2.819356219568229,0.0,0.0
2025,0.0,0.0,0.0,0.0,0.0,0.016031158305080007,0.0,0.0,0.04057904027069432,0.0,0.0071584013815845894,0.0,0.016173543899380714,3.6178871135267796,0.0,0.0,0.0,0.0,0.0,0.059099356971374854,0.06208369251430146,0.07006989764001459,2.526544519991397,0.014366367010488686,0.05293016756257019,0.015332817179447423,0.015975011757549715,0.0,0.0,2.727987087886727,0.0,0.0
2026,0.053281136451640065,0.06183835047305523,0.019995197875615163,0.022962620683166002,0.018517686518355954,0.016253533962428304,0.053218173191604726,0.024586029872482023,0.04767906020346482,0.05168949888573522,0.0703711747856269,0.026785505736486945,0.01710640714870891,3.549964460532351,0.04932984752154358,0.0,0.020315488974677862,0.05313078705535181,0.014259225633231811,0.051546346581167614,0.07030300377744268,0.06917816572859584,2.49236702440684,0.015367994778921626,0.05967397295219511,0.0166759407010676,0.016305594930786812,0.0,0.0,2.6257695233848697,0.05313772456016885,0.05284434140254277
2027,0.11710325919548116,0.134975533631107,0.0406548548205769,0.04727489868892494,0.039078347661656763,0.01661443186867051,0.11697113079436194,0.0497849791695031,0.07864289880230389,0.11365220152412278,0.13714397334518047,0.05414845067590401,0.018140675737617802,3.467027311928635,0.11060465744942116,0.0,0.04119944990435409,0.11682284093508369,0.029238144207617167,0.07709042159552618,0.09747103370998914,0.09395702176476307,2.4527441539138506,0.016830923636853064,0.0883331592458835,0.01824413025600525,0.016805447029629845,0.0,0.0,2.5131024301657265,0.11680874123989465,0.1161960039329259
2028,0.16161149466941724,0.1840774628978915,0.09725738132164456,0.11332816947116016,0.09455178620434815,0.064621514834744,0.16144634421776333,0.1188459688708585,0.08562878466616859,0.15699853191500743,0.19336987818826237,0.12915375786065467,0.06089296540579803,3.364751251717303,0.15628432235789544,0.0,0.0984581028130806,0.1613722983074529,0.07028327178723781,0.06871464774527823,0.10654950665030581,0.092468328944443,2.405358109535425,0.057773049077445925,0.0952555781205734,0.05613116331358257,0.06427887899673845,0.0,0.0,2.3907167807494996,0.16126218054308117,0.16051891089986808
2029,0.21756029739659732,0.24469330870553616,0.15587078179745634,0.1829637441151454,0.15608333038276825,0.11387721335522451,0.2173659814955972,0.18949627083628057,0.09262480641281562,0.21164083201380735,0.2581024618514809,0.20551128085303366,0.10556355394697466,3.2386426253890557,0.21352256085215254,0.0,0.15739316421687566,0.2174926479780804,0.11391654156050558,0.09527803889176448,0.11562565515306249,0.11803287220617535,2.3473640885545035,0.10053260845016931,0.1022695901359661,0.09660846929478893,0.11303795979431042,0.0,0.0,2.2596547431379457,0.2171826476278922,0.2163733595020929
