technology,year,value
run-of-river_hydro,2025,0.0
run-of-river_hydro,2030,inf
run-of-river_hydro,2035,inf
run-of-river_hydro,2040,inf
run-of-river_hydro,2045,inf
run-of-river_hydro,2050,inf
