technology,year,value
waste_to_cement_fuel,2025,0.0
waste_to_cement_fuel,2030,inf
waste_to_cement_fuel,2035,inf
waste_to_cement_fuel,2040,inf
waste_to_cement_fuel,2045,inf
waste_to_cement_fuel,2050,inf
