technology,year,value
salt_cavern_storage,2025,0.0
salt_cavern_storage,2030,inf
salt_cavern_storage,2035,inf
salt_cavern_storage,2040,inf
salt_cavern_storage,2045,inf
salt_cavern_storage,2050,inf
