technology,year,value
electrode_boiler_DH,2025,0.0
electrode_boiler_DH,2030,inf
electrode_boiler_DH,2035,inf
electrode_boiler_DH,2040,inf
electrode_boiler_DH,2045,inf
electrode_boiler_DH,2050,inf
