node,total_energy_demand
AT,1.8078174134586014
BE,2.3079410426344467
BG,3.0478320937539554
HR,1.3631389536581502
CY,0.3700890064677092
CZ,2.2726271175011643
DK,1.3375677278857048
EE,0.5964727758493765
FI,1.5558493555840942
FR,12.092918359151392
DE,26.432319877773462
EL,3.7910748351482764
HU,2.0105136686673526
IS,0.08946518720326964
IE,1.0370391272986539
IT,11.291067779399713
LV,0.8895158697855171
LI,0.00973665975629183
LT,1.086515444421021
LU,0.26702661498985075
MT,0.11802348832519464
NL,5.071575498746273
NO,0.6704070090289513
PL,8.105288615073771
PT,2.7163074961053186
RO,3.867034323162654
SK,1.1162375814392502
SI,0.5200568886617645
ES,7.676584028843802
SE,1.8128735782216525
CH,1.4155066510745566
UK,10.600695167651176
